lsoa11cd,nhstrustcd,nhstrustnm
E01016500,RAS,Hillingdon Hospitals NHS Foundation Trust
E01012840,RWA,Hull University Teaching Hospitals NHS Trust
E01005480,RW6,Pennine Acute Hospitals NHS Trust
E01020851,RX3,"Tees, Esk and Wear Valleys NHS Foundation Trust"
E01006886,RBN,St Helens and Knowsley Teaching Hospitals NHS Trust
E01014935,RA7,University Hospitals Bristol and Weston NHS Foundation Trust
E01023377,RXQ,Buckinghamshire Healthcare NHS Trust
E01004936,RMC,Bolton NHS Foundation Trust
E01012276,RTR,South Tees Hospitals NHS Foundation Trust
E01026969,RNQ,Kettering General Hospital NHS Foundation Trust
E01025734,RT5,Leicestershire Partnership NHS Trust
E01012107,RTR,South Tees Hospitals NHS Foundation Trust
E01022720,RHU,Portsmouth Hospitals University National Health Service Trust
E01015970,RN7,Dartford and Gravesham NHS Trust
E01014013,RLQ,Wye Valley NHS Trust
E01030530,RTP,Surrey and Sussex Healthcare NHS Trust
E01028198,RHA,Nottinghamshire Healthcare NHS Foundation Trust
E01030943,RA2,Royal Surrey County Hospital NHS Foundation Trust
E01021135,RXC,East Sussex Healthcare NHS Trust
E01016606,RWX,Berkshire Healthcare NHS Foundation Trust
E01027938,RK5,Sherwood Forest Hospitals NHS Foundation Trust
E01011593,RY6,Leeds Community Healthcare NHS Trust
E01018131,RYV,Cambridgeshire Community Services NHS Trust
E01021137,RXC,East Sussex Healthcare NHS Trust
E01030891,RDU,Frimley Health NHS Foundation Trust
E01026575,RY3,Norfolk Community Health and Care NHS Trust
E01017378,RWH,East and North Hertfordshire NHS Trust
E01030359,RY9,Hounslow and Richmond Community Healthcare NHS Trust
E01000291,RAL,Royal Free London NHS Foundation Trust
E01022414,RTQ,Gloucestershire Health and Care NHS Foundation Trust
E01022441,RTE,Gloucestershire Hospitals NHS Foundation Trust
E01025639,RWE,University Hospitals of Leicester NHS Trust
E01008745,R0B,South Tyneside and Sunderland NHS Foundation Trust
E01029647,RL4,Royal Wolverhampton NHS Trust
E01015879,RAJ,Mid and South Essex NHS Foundation Trust
E01027441,RTF,Northumbria Healthcare NHS Foundation Trust
E01026591,RGP,James Paget University Hospitals NHS Foundation Trust
E01027402,RTD,Newcastle Upon Tyne Hospitals NHS Foundation Trust
E01024347,RPA,Medway NHS Foundation Trust
E01015513,RN3,Great Western Hospitals NHS Foundation Trust
E01018436,RBT,Mid Cheshire Hospitals NHS Foundation Trust
E01011606,RAE,Bradford Teaching Hospitals NHS Foundation Trust
E01029309,RH5,Somerset NHS Foundation Trust
E01003706,N4H3U,NHS Nightingale Hospital London (phase 2)
E01032533,RJC,South Warwickshire NHS Foundation Trust
E01022955,RHU,Portsmouth Hospitals University National Health Service Trust
E01014446,RA7,University Hospitals Bristol and Weston NHS Foundation Trust
E01018199,RYV,Cambridgeshire Community Services NHS Trust
E01024991,RXL,Blackpool Teaching Hospitals NHS Foundation Trust
E01027309,RP1,Northamptonshire Healthcare NHS Foundation Trust
E01023490,RY4,Hertfordshire Community NHS Trust
E01028512,RTH,Oxford University Hospitals NHS Foundation Trust
E01025316,RW5,Lancashire and South Cumbria NHS Foundation Trust
E01027438,RTF,Northumbria Healthcare NHS Foundation Trust
E01010202,NRRK,NHS Nightingale Hospital Birmingham
E01025592,RXL,Blackpool Teaching Hospitals NHS Foundation Trust
E01031249,RJC,South Warwickshire NHS Foundation Trust
E01021817,RAP,North Middlesex University Hospital NHS Trust
E01030861,RV5,South London and Maudsley NHS Foundation Trust
E01029582,RJE,University Hospitals of North Midlands NHS Trust
E01006366,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust"
E01023709,RWR,Hertfordshire Partnership University NHS Foundation Trust
E01031574,RTP,Surrey and Sussex Healthcare NHS Trust
E01022917,RHU,Portsmouth Hospitals University National Health Service Trust
E01027094,RNQ,Kettering General Hospital NHS Foundation Trust
E01006323,RTV,North West Boroughs Healthcare NHS Foundation Trust
E01030750,RY9,Hounslow and Richmond Community Healthcare NHS Trust
E01019482,RK5,Sherwood Forest Hospitals NHS Foundation Trust
E01020402,RDY,Dorset Healthcare University NHS Foundation Trust
E01027350,RP1,Northamptonshire Healthcare NHS Foundation Trust
E01000795,RPG,Oxleas NHS Foundation Trust
E01016027,RPA,Medway NHS Foundation Trust
E01017560,RC9,Bedfordshire Hospitals NHS Foundation Trust
E01024042,RVV,East Kent Hospitals University NHS Foundation Trust
E01017880,RXQ,Buckinghamshire Healthcare NHS Trust
E01016811,RD8,Milton Keynes University Hospital NHS Foundation Trust
E01005441,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust
E01015345,R0D,University Hospitals Dorset NHS Foundation Trust
E01010388,RBK,Walsall Healthcare NHS Trust
E01023718,RAN,Royal National Orthopaedic Hospital NHS Trust
E01015567,RN3,Great Western Hospitals NHS Foundation Trust
E01028697,RNU,Oxford Health NHS Foundation Trust
E01009679,RYG,Coventry and Warwickshire Partnership NHS Trust
E01021765,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust"
E01007474,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust
E01026653,RCX,"Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust"
E01027759,RX3,"Tees, Esk and Wear Valleys NHS Foundation Trust"
E01028387,RX1,Nottingham University Hospitals NHS Trust
E01030257,RGP,James Paget University Hospitals NHS Foundation Trust
E01015993,RN7,Dartford and Gravesham NHS Trust
E01018793,RK9,University Hospitals Plymouth NHS Trust
E01012465,RTV,North West Boroughs Healthcare NHS Foundation Trust
E01019505,RK5,Sherwood Forest Hospitals NHS Foundation Trust
E01031590,RTP,Surrey and Sussex Healthcare NHS Trust
E01019343,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust
E01032177,RRJ,Royal Orthopaedic Hospital NHS Foundation Trust
E01021186,RPC,Queen Victoria Hospital NHS Foundation Trust
E01012551,RTV,North West Boroughs Healthcare NHS Foundation Trust
E01032570,RV5,South London and Maudsley NHS Foundation Trust
E01008795,R0B,South Tyneside and Sunderland NHS Foundation Trust
E01021266,R1L,Essex Partnership University NHS Foundation Trust
E01014972,RD1,Royal United Hospitals Bath NHS Foundation Trust
E01024120,RVV,East Kent Hospitals University NHS Foundation Trust
E01013474,RTG,University Hospitals of Derby and Burton NHS Foundation Trust
E01029359,RBK,Walsall Healthcare NHS Trust
E01016633,RWX,Berkshire Healthcare NHS Foundation Trust
E01007543,RFR,Rotherham NHS Foundation Trust
E01027599,RTR,South Tees Hospitals NHS Foundation Trust
E01004934,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust"
E01016593,RWX,Berkshire Healthcare NHS Foundation Trust
E01032933,RTQ,Gloucestershire Health and Care NHS Foundation Trust
E01015375,R0D,University Hospitals Dorset NHS Foundation Trust
E01006988,RVY,Southport and Ormskirk Hospital NHS Trust
E01012440,RWW,Warrington and Halton Teaching Hospitals NHS Foundation Trust
E01021764,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust"
E01025499,RVY,Southport and Ormskirk Hospital NHS Trust
E01007695,RFR,Rotherham NHS Foundation Trust
E01009437,RYW,Birmingham Community Healthcare NHS Foundation Trust
E01029703,RLY,North Staffordshire Combined Healthcare NHS Trust
E01016534,RWX,Berkshire Healthcare NHS Foundation Trust
E01007571,RFR,Rotherham NHS Foundation Trust
E01032136,RNA,Dudley Group NHS Foundation Trust
E01004887,RMC,Bolton NHS Foundation Trust
E01032151,RRJ,Royal Orthopaedic Hospital NHS Foundation Trust
E01024061,RVV,East Kent Hospitals University NHS Foundation Trust
E01011604,RY6,Leeds Community Healthcare NHS Trust
E01030851,RV5,South London and Maudsley NHS Foundation Trust
E01017815,RXQ,Buckinghamshire Healthcare NHS Trust
E01025502,RET,Walton Centre NHS Foundation Trust
E01024990,RXL,Blackpool Teaching Hospitals NHS Foundation Trust
E01019841,RTG,University Hospitals of Derby and Burton NHS Foundation Trust
E01032190,RWP,Worcestershire Acute Hospitals NHS Trust
E01022839,RHU,Portsmouth Hospitals University National Health Service Trust
E01019675,RX1,Nottingham University Hospitals NHS Trust
E01014965,RVJ,North Bristol NHS Trust
E01021268,R1L,Essex Partnership University NHS Foundation Trust
E01012243,RVW,North Tees and Hartlepool NHS Foundation Trust
E01026665,RCX,"Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust"
E01013352,RCB,York Teaching Hospital NHS Foundation Trust
E01022840,RHU,Portsmouth Hospitals University National Health Service Trust
E01033206,R0B,South Tyneside and Sunderland NHS Foundation Trust
E01021092,RXC,East Sussex Healthcare NHS Trust
E01023814,RWG,West Hertfordshire Hospitals NHS Trust
E01024086,RVV,East Kent Hospitals University NHS Foundation Trust
E01000790,RPG,Oxleas NHS Foundation Trust
E01023683,RWR,Hertfordshire Partnership University NHS Foundation Trust
E01007104,RET,Walton Centre NHS Foundation Trust
E01020156,RA9,Torbay and South Devon NHS Foundation Trust
E01000249,RAN,Royal National Orthopaedic Hospital NHS Trust
E01026647,RCX,"Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust"
E01019730,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust
E01016634,RWX,Berkshire Healthcare NHS Foundation Trust
E01021241,R1L,Essex Partnership University NHS Foundation Trust
E01017901,RXQ,Buckinghamshire Healthcare NHS Trust
E01033306,RNU,Oxford Health NHS Foundation Trust
E01018745,RBT,Mid Cheshire Hospitals NHS Foundation Trust
E01005639,RMC,Bolton NHS Foundation Trust
E01011268,TAD,Bradford District Care NHS Foundation Trust
E01024115,RVV,East Kent Hospitals University NHS Foundation Trust
E01005576,RW6,Pennine Acute Hospitals NHS Trust
E01027993,RK5,Sherwood Forest Hospitals NHS Foundation Trust
E01031601,RTP,Surrey and Sussex Healthcare NHS Trust
E01024064,RVV,East Kent Hospitals University NHS Foundation Trust
E01018652,RBV,Christie NHS Foundation Trust
E01029262,RH5,Somerset NHS Foundation Trust
E01018846,REF,Royal Cornwall Hospitals NHS Trust
E01027437,RTF,Northumbria Healthcare NHS Foundation Trust
E01023461,RQW,Princess Alexandra Hospital NHS Trust
E01017290,R1F,Isle of Wight NHS Trust
E01020409,RDY,Dorset Healthcare University NHS Foundation Trust
E01030288,RGP,James Paget University Hospitals NHS Foundation Trust
E01015246,RA9,Torbay and South Devon NHS Foundation Trust
E01014402,RA7,University Hospitals Bristol and Weston NHS Foundation Trust
E01013426,RCB,York Teaching Hospital NHS Foundation Trust
E01032013,RNZ,Salisbury NHS Foundation Trust
E01016259,RHW,Royal Berkshire NHS Foundation Trust
E01025608,RXL,Blackpool Teaching Hospitals NHS Foundation Trust
E01032710,RN3,Great Western Hospitals NHS Foundation Trust
E01015008,RA7,University Hospitals Bristol and Weston NHS Foundation Trust
E01028745,RN3,Great Western Hospitals NHS Foundation Trust
E01014911,RVJ,North Bristol NHS Trust
E01011000,RWY,Calderdale and Huddersfield NHS Foundation Trust
E01014499,RVJ,North Bristol NHS Trust
E01018444,RBT,Mid Cheshire Hospitals NHS Foundation Trust
E01027439,RTF,Northumbria Healthcare NHS Foundation Trust
E01016695,RHW,Royal Berkshire NHS Foundation Trust
E01010975,RWY,Calderdale and Huddersfield NHS Foundation Trust
E01005644,RM3,Northern Care Alliance NHS Ft
E01021131,RXC,East Sussex Healthcare NHS Trust
E01000696,RJ2,Lewisham and Greenwich NHS Trust
E01009451,RYW,Birmingham Community Healthcare NHS Foundation Trust
E01023748,RWR,Hertfordshire Partnership University NHS Foundation Trust
E01025835,RLT,George Eliot Hospital NHS Trust
E01019671,RXM,Derbyshire Healthcare NHS Foundation Trust
E01012437,RWW,Warrington and Halton Teaching Hospitals NHS Foundation Trust
E01012382,RY2,Bridgewater Community Healthcare NHS Foundation Trust
E01018584,RWJ,Stockport NHS Foundation Trust
E01012417,RBN,St Helens and Knowsley Teaching Hospitals NHS Trust
E01028682,RNU,Oxford Health NHS Foundation Trust
E01011761,RGD,Leeds and York Partnership NHS Foundation Trust
E01024442,RN7,Dartford and Gravesham NHS Trust
E01029800,RLY,North Staffordshire Combined Healthcare NHS Trust
E01010205,RYW,Birmingham Community Healthcare NHS Foundation Trust
E01023947,RWR,Hertfordshire Partnership University NHS Foundation Trust
E01016539,RWX,Berkshire Healthcare NHS Foundation Trust
E01009676,RYG,Coventry and Warwickshire Partnership NHS Trust
E01016919,RDR,Sussex Community NHS Foundation Trust
E01016977,RXH,Brighton and Sussex University Hospitals NHS Trust
E01016612,RHW,Royal Berkshire NHS Foundation Trust
E01019520,RFS,Chesterfield Royal Hospital NHS Foundation Trust
E01028413,RHA,Nottinghamshire Healthcare NHS Foundation Trust
E01023837,RAS,Hillingdon Hospitals NHS Foundation Trust
E01026722,RCX,"Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust"
E01028409,RX1,Nottingham University Hospitals NHS Trust
E01003658,N4H3U,NHS Nightingale Hospital London (phase 2)
E01030638,RVR,Epsom and St Helier University Hospitals NHS Trust
E01027351,RP1,Northamptonshire Healthcare NHS Foundation Trust
E01008797,R0B,South Tyneside and Sunderland NHS Foundation Trust
E01018336,RXA,Cheshire and Wirral Partnership NHS Foundation Trust
E01017820,RXQ,Buckinghamshire Healthcare NHS Trust
E01016978,RXH,Brighton and Sussex University Hospitals NHS Trust
E01004888,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust"
E01022796,RHU,Portsmouth Hospitals University National Health Service Trust
E01017823,RXQ,Buckinghamshire Healthcare NHS Trust
E01030847,RTP,Surrey and Sussex Healthcare NHS Trust
E01004775,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust"
E01016603,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust
E01003657,NR1H,NHS Nightingale Hospital London (phase 1)
E01030892,RDU,Frimley Health NHS Foundation Trust
E01025538,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust"
E01017564,RC9,Bedfordshire Hospitals NHS Foundation Trust
E01014400,RA7,University Hospitals Bristol and Weston NHS Foundation Trust
E01013090,RV9,Humber Teaching NHS Foundation Trust
E01023317,RQW,Princess Alexandra Hospital NHS Trust
E01011587,RY6,Leeds Community Healthcare NHS Trust
E01010201,RYW,Birmingham Community Healthcare NHS Foundation Trust
E01023325,RAP,North Middlesex University Hospital NHS Trust
E01010981,RWY,Calderdale and Huddersfield NHS Foundation Trust
E01018278,RYV,Cambridgeshire Community Services NHS Trust
E01021915,RAJ,Mid and South Essex NHS Foundation Trust
E01025634,RWE,University Hospitals of Leicester NHS Trust
E01015471,RN3,Great Western Hospitals NHS Foundation Trust
E01016535,RWX,Berkshire Healthcare NHS Foundation Trust
E01021815,RQW,Princess Alexandra Hospital NHS Trust
E01022946,RHU,Portsmouth Hospitals University National Health Service Trust
E01029658,RL4,Royal Wolverhampton NHS Trust
E01021163,RPC,Queen Victoria Hospital NHS Foundation Trust
E01009096,NRRK,NHS Nightingale Hospital Birmingham
E01025845,RWE,University Hospitals of Leicester NHS Trust
E01012277,RTR,South Tees Hospitals NHS Foundation Trust
E01016692,RHW,Royal Berkshire NHS Foundation Trust
E01030878,RA2,Royal Surrey County Hospital NHS Foundation Trust
E01020185,RK9,University Hospitals Plymouth NHS Trust
E01003705,NR1H,NHS Nightingale Hospital London (phase 1)
E01015187,RA9,Torbay and South Devon NHS Foundation Trust
E01020841,RX3,"Tees, Esk and Wear Valleys NHS Foundation Trust"
E01020743,R0B,South Tyneside and Sunderland NHS Foundation Trust
E01006324,RTV,North West Boroughs Healthcare NHS Foundation Trust
E01020244,RWV,Devon Partnership NHS Trust
E01012846,RWA,Hull University Teaching Hospitals NHS Trust
E01030318,RXX,Surrey and Borders Partnership NHS Foundation Trust
E01003700,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust"
E01014961,RVJ,North Bristol NHS Trust
E01031600,RTP,Surrey and Sussex Healthcare NHS Trust
E01030442,RXX,Surrey and Borders Partnership NHS Foundation Trust
E01023413,RWG,West Hertfordshire Hospitals NHS Trust
E01016261,RHW,Royal Berkshire NHS Foundation Trust
E01026195,RY5,Lincolnshire Community Health Services NHS Trust
E01021564,R1L,Essex Partnership University NHS Foundation Trust
E01015515,RN3,Great Western Hospitals NHS Foundation Trust
E01019504,RK5,Sherwood Forest Hospitals NHS Foundation Trust
E01020313,RK9,University Hospitals Plymouth NHS Trust
E01015004,RA7,University Hospitals Bristol and Weston NHS Foundation Trust
E01023323,RQW,Princess Alexandra Hospital NHS Trust
E01021468,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust"
E01023326,RAP,North Middlesex University Hospital NHS Trust
E01029672,RNA,Dudley Group NHS Foundation Trust
E01010967,RAE,Bradford Teaching Hospitals NHS Foundation Trust
E01004883,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust"
E01030942,RA2,Royal Surrey County Hospital NHS Foundation Trust
E01027400,RTD,Newcastle Upon Tyne Hospitals NHS Foundation Trust
E01031365,RYR,University Hospitals Sussex NHS Foundation Trust
E01023301,RAP,North Middlesex University Hospital NHS Trust
E01027561,RCF,Airedale NHS Foundation Trust
E01024119,RVV,East Kent Hospitals University NHS Foundation Trust
E01028655,RHW,Royal Berkshire NHS Foundation Trust
E01023372,RXQ,Buckinghamshire Healthcare NHS Trust
E01011070,RWY,Calderdale and Huddersfield NHS Foundation Trust
E01026335,RGN,North West Anglia NHS Foundation Trust
E01021257,R1L,Essex Partnership University NHS Foundation Trust
E01022799,RHU,Portsmouth Hospitals University National Health Service Trust
E01033145,R1L,Essex Partnership University NHS Foundation Trust
E01031746,RDR,Sussex Community NHS Foundation Trust
E01028490,RTH,Oxford University Hospitals NHS Foundation Trust
E01017754,RXQ,Buckinghamshire Healthcare NHS Trust
E01016258,RHW,Royal Berkshire NHS Foundation Trust
E01012230,RTR,South Tees Hospitals NHS Foundation Trust
E01020149,RK9,University Hospitals Plymouth NHS Trust
E01009699,RYG,Coventry and Warwickshire Partnership NHS Trust
